timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:18 (MST)","06:25 (MST)","12:16 (MST)","15:37 (MST)","18:06 (MST)","18:06 (MST)","19:14 (MST)","05:08 (MST)","00:16 (MST)","22:13 (MST)","02:19 (MST)","05 Oct 2024",1728144061,05-10-2024,DD-MM-YYYY,05,Saturday,10,October,2024,AD,"Anno Domini",02-04-1446,DD-MM-YYYY,02,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:18 (MST)","06:26 (MST)","12:16 (MST)","15:36 (MST)","18:05 (MST)","18:05 (MST)","19:13 (MST)","05:08 (MST)","00:15 (MST)","22:12 (MST)","02:19 (MST)","06 Oct 2024",1728230461,06-10-2024,DD-MM-YYYY,06,Sunday,10,October,2024,AD,"Anno Domini",03-04-1446,DD-MM-YYYY,03,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:19 (MST)","06:27 (MST)","12:15 (MST)","15:35 (MST)","18:04 (MST)","18:04 (MST)","19:11 (MST)","05:09 (MST)","00:15 (MST)","22:11 (MST)","02:19 (MST)","07 Oct 2024",1728316861,07-10-2024,DD-MM-YYYY,07,Monday,10,October,2024,AD,"Anno Domini",04-04-1446,DD-MM-YYYY,04,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:20 (MST)","06:27 (MST)","12:15 (MST)","15:34 (MST)","18:02 (MST)","18:02 (MST)","19:10 (MST)","05:10 (MST)","00:15 (MST)","22:11 (MST)","02:19 (MST)","08 Oct 2024",1728403261,08-10-2024,DD-MM-YYYY,08,Tuesday,10,October,2024,AD,"Anno Domini",05-04-1446,DD-MM-YYYY,05,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:20 (MST)","06:28 (MST)","12:15 (MST)","15:33 (MST)","18:01 (MST)","18:01 (MST)","19:09 (MST)","05:10 (MST)","00:15 (MST)","22:10 (MST)","02:19 (MST)","09 Oct 2024",1728489661,09-10-2024,DD-MM-YYYY,09,Wednesday,10,October,2024,AD,"Anno Domini",06-04-1446,DD-MM-YYYY,06,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:21 (MST)","06:29 (MST)","12:15 (MST)","15:32 (MST)","18:00 (MST)","18:00 (MST)","19:08 (MST)","05:11 (MST)","00:14 (MST)","22:10 (MST)","02:19 (MST)","10 Oct 2024",1728576061,10-10-2024,DD-MM-YYYY,10,Thursday,10,October,2024,AD,"Anno Domini",07-04-1446,DD-MM-YYYY,07,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:22 (MST)","06:30 (MST)","12:14 (MST)","15:31 (MST)","17:59 (MST)","17:59 (MST)","19:06 (MST)","05:12 (MST)","00:14 (MST)","22:09 (MST)","02:19 (MST)","11 Oct 2024",1728662461,11-10-2024,DD-MM-YYYY,11,Friday,10,October,2024,AD,"Anno Domini",08-04-1446,DD-MM-YYYY,08,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:23 (MST)","06:30 (MST)","12:14 (MST)","15:30 (MST)","17:57 (MST)","17:57 (MST)","19:05 (MST)","05:13 (MST)","00:14 (MST)","22:08 (MST)","02:19 (MST)","12 Oct 2024",1728748861,12-10-2024,DD-MM-YYYY,12,Saturday,10,October,2024,AD,"Anno Domini",09-04-1446,DD-MM-YYYY,09,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:23 (MST)","06:31 (MST)","12:14 (MST)","15:29 (MST)","17:56 (MST)","17:56 (MST)","19:04 (MST)","05:13 (MST)","00:14 (MST)","22:08 (MST)","02:19 (MST)","13 Oct 2024",1728835261,13-10-2024,DD-MM-YYYY,13,Sunday,10,October,2024,AD,"Anno Domini",10-04-1446,DD-MM-YYYY,10,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:24 (MST)","06:32 (MST)","12:14 (MST)","15:29 (MST)","17:55 (MST)","17:55 (MST)","19:03 (MST)","05:14 (MST)","00:13 (MST)","22:07 (MST)","02:20 (MST)","14 Oct 2024",1728921661,14-10-2024,DD-MM-YYYY,14,Monday,10,October,2024,AD,"Anno Domini",11-04-1446,DD-MM-YYYY,11,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:25 (MST)","06:33 (MST)","12:13 (MST)","15:28 (MST)","17:54 (MST)","17:54 (MST)","19:02 (MST)","05:15 (MST)","00:13 (MST)","22:07 (MST)","02:20 (MST)","15 Oct 2024",1729008061,15-10-2024,DD-MM-YYYY,15,Tuesday,10,October,2024,AD,"Anno Domini",12-04-1446,DD-MM-YYYY,12,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:25 (MST)","06:33 (MST)","12:13 (MST)","15:27 (MST)","17:53 (MST)","17:53 (MST)","19:01 (MST)","05:15 (MST)","00:13 (MST)","22:06 (MST)","02:20 (MST)","16 Oct 2024",1729094461,16-10-2024,DD-MM-YYYY,16,Wednesday,10,October,2024,AD,"Anno Domini",13-04-1446,DD-MM-YYYY,13,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:26 (MST)","06:34 (MST)","12:13 (MST)","15:26 (MST)","17:51 (MST)","17:51 (MST)","19:00 (MST)","05:16 (MST)","00:13 (MST)","22:06 (MST)","02:20 (MST)","17 Oct 2024",1729180861,17-10-2024,DD-MM-YYYY,17,Thursday,10,October,2024,AD,"Anno Domini",14-04-1446,DD-MM-YYYY,14,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:27 (MST)","06:35 (MST)","12:13 (MST)","15:25 (MST)","17:50 (MST)","17:50 (MST)","18:58 (MST)","05:17 (MST)","00:13 (MST)","22:05 (MST)","02:20 (MST)","18 Oct 2024",1729267261,18-10-2024,DD-MM-YYYY,18,Friday,10,October,2024,AD,"Anno Domini",15-04-1446,DD-MM-YYYY,15,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:28 (MST)","06:36 (MST)","12:13 (MST)","15:24 (MST)","17:49 (MST)","17:49 (MST)","18:57 (MST)","05:18 (MST)","00:12 (MST)","22:05 (MST)","02:20 (MST)","19 Oct 2024",1729353661,19-10-2024,DD-MM-YYYY,19,Saturday,10,October,2024,AD,"Anno Domini",16-04-1446,DD-MM-YYYY,16,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:28 (MST)","06:37 (MST)","12:13 (MST)","15:23 (MST)","17:48 (MST)","17:48 (MST)","18:56 (MST)","05:18 (MST)","00:12 (MST)","22:04 (MST)","02:20 (MST)","20 Oct 2024",1729440061,20-10-2024,DD-MM-YYYY,20,Sunday,10,October,2024,AD,"Anno Domini",17-04-1446,DD-MM-YYYY,17,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:29 (MST)","06:37 (MST)","12:12 (MST)","15:23 (MST)","17:47 (MST)","17:47 (MST)","18:55 (MST)","05:19 (MST)","00:12 (MST)","22:04 (MST)","02:21 (MST)","21 Oct 2024",1729526461,21-10-2024,DD-MM-YYYY,21,Monday,10,October,2024,AD,"Anno Domini",18-04-1446,DD-MM-YYYY,18,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:30 (MST)","06:38 (MST)","12:12 (MST)","15:22 (MST)","17:46 (MST)","17:46 (MST)","18:54 (MST)","05:20 (MST)","00:12 (MST)","22:03 (MST)","02:21 (MST)","22 Oct 2024",1729612861,22-10-2024,DD-MM-YYYY,22,Tuesday,10,October,2024,AD,"Anno Domini",19-04-1446,DD-MM-YYYY,19,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:30 (MST)","06:39 (MST)","12:12 (MST)","15:21 (MST)","17:45 (MST)","17:45 (MST)","18:53 (MST)","05:20 (MST)","00:12 (MST)","22:03 (MST)","02:21 (MST)","23 Oct 2024",1729699261,23-10-2024,DD-MM-YYYY,23,Wednesday,10,October,2024,AD,"Anno Domini",20-04-1446,DD-MM-YYYY,20,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:31 (MST)","06:40 (MST)","12:12 (MST)","15:20 (MST)","17:44 (MST)","17:44 (MST)","18:52 (MST)","05:21 (MST)","00:12 (MST)","22:02 (MST)","02:21 (MST)","24 Oct 2024",1729785661,24-10-2024,DD-MM-YYYY,24,Thursday,10,October,2024,AD,"Anno Domini",21-04-1446,DD-MM-YYYY,21,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:32 (MST)","06:41 (MST)","12:12 (MST)","15:19 (MST)","17:43 (MST)","17:43 (MST)","18:51 (MST)","05:22 (MST)","00:12 (MST)","22:02 (MST)","02:21 (MST)","25 Oct 2024",1729872061,25-10-2024,DD-MM-YYYY,25,Friday,10,October,2024,AD,"Anno Domini",22-04-1446,DD-MM-YYYY,22,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:33 (MST)","06:41 (MST)","12:12 (MST)","15:19 (MST)","17:42 (MST)","17:42 (MST)","18:50 (MST)","05:23 (MST)","00:12 (MST)","22:02 (MST)","02:21 (MST)","26 Oct 2024",1729958461,26-10-2024,DD-MM-YYYY,26,Saturday,10,October,2024,AD,"Anno Domini",23-04-1446,DD-MM-YYYY,23,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:33 (MST)","06:42 (MST)","12:12 (MST)","15:18 (MST)","17:41 (MST)","17:41 (MST)","18:49 (MST)","05:23 (MST)","00:11 (MST)","22:01 (MST)","02:22 (MST)","27 Oct 2024",1730044861,27-10-2024,DD-MM-YYYY,27,Sunday,10,October,2024,AD,"Anno Domini",24-04-1446,DD-MM-YYYY,24,"Al Ahad",الاحد,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:34 (MST)","06:43 (MST)","12:12 (MST)","15:17 (MST)","17:40 (MST)","17:40 (MST)","18:49 (MST)","05:24 (MST)","00:11 (MST)","22:01 (MST)","02:22 (MST)","28 Oct 2024",1730131261,28-10-2024,DD-MM-YYYY,28,Monday,10,October,2024,AD,"Anno Domini",25-04-1446,DD-MM-YYYY,25,"Al Athnayn",الاثنين,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:35 (MST)","06:44 (MST)","12:12 (MST)","15:16 (MST)","17:39 (MST)","17:39 (MST)","18:48 (MST)","05:25 (MST)","00:11 (MST)","22:00 (MST)","02:22 (MST)","29 Oct 2024",1730217661,29-10-2024,DD-MM-YYYY,29,Tuesday,10,October,2024,AD,"Anno Domini",26-04-1446,DD-MM-YYYY,26,"Al Thalaata",الثلاثاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:36 (MST)","06:45 (MST)","12:11 (MST)","15:16 (MST)","17:38 (MST)","17:38 (MST)","18:47 (MST)","05:26 (MST)","00:11 (MST)","22:00 (MST)","02:22 (MST)","30 Oct 2024",1730304061,30-10-2024,DD-MM-YYYY,30,Wednesday,10,October,2024,AD,"Anno Domini",27-04-1446,DD-MM-YYYY,27,"Al Arba'a",الاربعاء,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:36 (MST)","06:46 (MST)","12:11 (MST)","15:15 (MST)","17:37 (MST)","17:37 (MST)","18:46 (MST)","05:26 (MST)","00:11 (MST)","22:00 (MST)","02:23 (MST)","31 Oct 2024",1730390461,31-10-2024,DD-MM-YYYY,31,Thursday,10,October,2024,AD,"Anno Domini",28-04-1446,DD-MM-YYYY,28,"Al Khamees",الخميس,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:37 (MST)","06:47 (MST)","12:11 (MST)","15:14 (MST)","17:36 (MST)","17:36 (MST)","18:45 (MST)","05:27 (MST)","00:11 (MST)","21:59 (MST)","02:23 (MST)","01 Nov 2024",1730476861,01-11-2024,DD-MM-YYYY,01,Friday,11,November,2024,AD,"Anno Domini",29-04-1446,DD-MM-YYYY,29,"Al Juma'a",الجمعة,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:38 (MST)","06:47 (MST)","12:11 (MST)","15:14 (MST)","17:35 (MST)","17:35 (MST)","18:44 (MST)","05:28 (MST)","00:11 (MST)","21:59 (MST)","02:23 (MST)","02 Nov 2024",1730563261,02-11-2024,DD-MM-YYYY,02,Saturday,11,November,2024,AD,"Anno Domini",30-04-1446,DD-MM-YYYY,30,"Al Sabt",السبت,4,"Rabīʿ al-thānī","رَبيع الثاني",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:39 (MST)","06:48 (MST)","12:11 (MST)","15:13 (MST)","17:34 (MST)","17:34 (MST)","18:44 (MST)","05:29 (MST)","00:11 (MST)","21:59 (MST)","02:24 (MST)","03 Nov 2024",1730649661,03-11-2024,DD-MM-YYYY,03,Sunday,11,November,2024,AD,"Anno Domini",02-05-1446,DD-MM-YYYY,02,"Al Ahad",الاحد,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:40 (MST)","06:49 (MST)","12:11 (MST)","15:12 (MST)","17:33 (MST)","17:33 (MST)","18:43 (MST)","05:30 (MST)","00:11 (MST)","21:59 (MST)","02:24 (MST)","04 Nov 2024",1730736061,04-11-2024,DD-MM-YYYY,04,Monday,11,November,2024,AD,"Anno Domini",03-05-1446,DD-MM-YYYY,03,"Al Athnayn",الاثنين,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:40 (MST)","06:50 (MST)","12:11 (MST)","15:12 (MST)","17:32 (MST)","17:32 (MST)","18:42 (MST)","05:30 (MST)","00:11 (MST)","21:58 (MST)","02:24 (MST)","05 Nov 2024",1730822461,05-11-2024,DD-MM-YYYY,05,Tuesday,11,November,2024,AD,"Anno Domini",04-05-1446,DD-MM-YYYY,04,"Al Thalaata",الثلاثاء,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:41 (MST)","06:51 (MST)","12:12 (MST)","15:11 (MST)","17:32 (MST)","17:32 (MST)","18:42 (MST)","05:31 (MST)","00:11 (MST)","21:58 (MST)","02:25 (MST)","06 Nov 2024",1730908861,06-11-2024,DD-MM-YYYY,06,Wednesday,11,November,2024,AD,"Anno Domini",05-05-1446,DD-MM-YYYY,05,"Al Arba'a",الاربعاء,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:42 (MST)","06:52 (MST)","12:12 (MST)","15:10 (MST)","17:31 (MST)","17:31 (MST)","18:41 (MST)","05:32 (MST)","00:11 (MST)","21:58 (MST)","02:25 (MST)","07 Nov 2024",1730995261,07-11-2024,DD-MM-YYYY,07,Thursday,11,November,2024,AD,"Anno Domini",06-05-1446,DD-MM-YYYY,06,"Al Khamees",الخميس,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:43 (MST)","06:53 (MST)","12:12 (MST)","15:10 (MST)","17:30 (MST)","17:30 (MST)","18:40 (MST)","05:33 (MST)","00:11 (MST)","21:58 (MST)","02:25 (MST)","08 Nov 2024",1731081661,08-11-2024,DD-MM-YYYY,08,Friday,11,November,2024,AD,"Anno Domini",07-05-1446,DD-MM-YYYY,07,"Al Juma'a",الجمعة,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:43 (MST)","06:54 (MST)","12:12 (MST)","15:09 (MST)","17:29 (MST)","17:29 (MST)","18:40 (MST)","05:33 (MST)","00:12 (MST)","21:58 (MST)","02:26 (MST)","09 Nov 2024",1731168061,09-11-2024,DD-MM-YYYY,09,Saturday,11,November,2024,AD,"Anno Domini",08-05-1446,DD-MM-YYYY,08,"Al Sabt",السبت,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:44 (MST)","06:55 (MST)","12:12 (MST)","15:09 (MST)","17:29 (MST)","17:29 (MST)","18:39 (MST)","05:34 (MST)","00:12 (MST)","21:57 (MST)","02:26 (MST)","10 Nov 2024",1731254461,10-11-2024,DD-MM-YYYY,10,Sunday,11,November,2024,AD,"Anno Domini",09-05-1446,DD-MM-YYYY,09,"Al Ahad",الاحد,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:45 (MST)","06:55 (MST)","12:12 (MST)","15:08 (MST)","17:28 (MST)","17:28 (MST)","18:39 (MST)","05:35 (MST)","00:12 (MST)","21:57 (MST)","02:26 (MST)","11 Nov 2024",1731340861,11-11-2024,DD-MM-YYYY,11,Monday,11,November,2024,AD,"Anno Domini",10-05-1446,DD-MM-YYYY,10,"Al Athnayn",الاثنين,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:46 (MST)","06:56 (MST)","12:12 (MST)","15:08 (MST)","17:27 (MST)","17:27 (MST)","18:38 (MST)","05:36 (MST)","00:12 (MST)","21:57 (MST)","02:27 (MST)","12 Nov 2024",1731427261,12-11-2024,DD-MM-YYYY,12,Tuesday,11,November,2024,AD,"Anno Domini",11-05-1446,DD-MM-YYYY,11,"Al Thalaata",الثلاثاء,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
"05:47 (MST)","06:57 (MST)","12:12 (MST)","15:07 (MST)","17:27 (MST)","17:27 (MST)","18:38 (MST)","05:37 (MST)","00:12 (MST)","21:57 (MST)","02:27 (MST)","13 Nov 2024",1731513661,13-11-2024,DD-MM-YYYY,13,Wednesday,11,November,2024,AD,"Anno Domini",12-05-1446,DD-MM-YYYY,12,"Al Arba'a",الاربعاء,5,"Jumādá al-ūlá","جُمادى الأولى",1446,AH,"Anno Hegirae",33.032167,-111.966842,America/Phoenix,2,"Islamic Society of North America (ISNA)",15,15,39.7042123,-86.3994387,ANGLE_BASED,STANDARD,STANDARD,0,0,0,0,0,0,0,0,0,
